NL;FOL;LLM_FOL;BLEU;LE
A bicycle has two wheels and is powered by pedals.;∀x (Bicycle(x) → (HasTwoWheels(x) ∧ PoweredByPedals(x)));∀x (Bicycle(x) → (TwoWheels(x) ∧ PoweredByPedals(x)));0.8578928092681435;1.0
A game is engaging if it has an interesting storyline, challenging gameplay, and immersive graphics.;∀x∀y∀z (Game(x) ∧ InterestingStoryline(y) ∧ ChallengingGameplay(z) ∧ ImmersiveGraphics(x) → Engaging(x, y, z));∀x (Engaging(x) → (InterestingStoryline(x) ∧ ChallengingGameplay(x) ∧ ImmersiveGraphics(x)));0.33803027975980365;0.59375
A vehicle that is primarily powered by an electric motor and has a rechargeable battery system is considered an electric vehicle.;∀x (Vehicle(x) ∧ PrimarilyPoweredByElectricMotor(x) ∧ HasRechargeableBattery(x) → ElectricVehicle(x));∀x (ElectricVehicle(x) ↔ (PrimarilyPoweredByElectricMotor(x) ∧ HasRechargeableBatterySystem(x)));0.42499175465944233;0.5625
A triangle has three sides and three angles, while a square has four sides and four right angles.;∀x (Triangle(x) → (ThreeSides(x) ∧ ThreeAngles(x))) ∧ ∀y (Square(y) → (FourSides(y) ∧ FourRightAngles(y)));"∀x (Triangle(x) → (∃y (Side(x, y) ∧ Count(y, 3)) ∧ ∃z (Angle(x, z) ∧ Count(z, 3))))
∀x (Square(x) → (∃y (Side(x, y) ∧ Count(y, 4)) ∧ ∃z (Angle(x, z) ∧ Right(z) ∧ Count(z, 4))))";0.17823278243421603;0.0
Mammals give birth to live offspring and provide nourishment through the secretion of milk from mammary glands.;∀x∀y (Mammal(x) ∧ LiveOffspring(y) → GivesBirthTo(x, y) ∧ ProvidesNourishmentThroughSecretionOfMilkFromMammaryGlands(x));∀x (Mammal(x) → (GiveBirthToLiveOffspring(x) ∧ ProvideNourishmentThroughMilkSecretion(x)));0.3168398387216611;0.6875
A mobile app gains popularity when it offers user-friendly navigation, practical functionality, and regular updates, but not if it's plagued with bugs.;∀x (MobileApp(x) ∧ Popular(x) ↔ (UserFriendlyNavigation(x) ∧ PracticalFunctionality(x) ∧ RegularUpdates(x) ∧ ¬Buggy(x)));∀x (MobileApp(x) → (UserFriendlyNavigation(x) ∧ PracticalFunctionality(x) ∧ RegularUpdates(x) → Popularity(x)) ∧ ¬Bugs(x) → ¬Popularity(x));0.5942996392000286;0.71875
Trees provide shade, oxygen, and habitat for various creatures.;∀x (Tree(x) → (ProvidesShade(x) ∧ ProducesOxygen(x) ∧ ProvidesHabitat(x)));∀x (Tree(x) → (Shade(x) ∧ Oxygen(x) ∧ Habitat(x, Creature)));0.5403356450597102;1.0
An architectural style that is characterized as Gothic features pointed arches, ribbed vaults, and flying buttresses.;∀x (ArchitecturalStyle(x) ∧ Gothic(x) → FeaturesPointedArches(x) ∧ FeaturesRibbedVaults(x) ∧ FeaturesFlyingButtresses(x));∀x (Architectural_Style(x) ∧ Characterized_As_Gothic(x) → Features(x, Pointed_Arches) ∧ Features(x, Ribbed_Vaults) ∧ Features(x, Flying_Buttresses));0.23191980418109123;1.0
A candidate is suitable for a job if they possess relevant experience, have strong communication skills, or demonstrate adaptability.;∀x (Candidate(x) ∧ (RelevantExperience(x) ∨ StrongCommunicationSkills(x) ∨ DemonstratesAdaptability(x)) → SuitableForJob(x));Suitable(c, j) ∧ RelevantExperience(c, e) ∧ StrongCommunicationSkills(c, s) ∧ Adaptability(c, a) → JobCandidate(c, j, e, s, a);0.0;0.8125
A television displays video content, while a radio broadcasts audio content and doesn't display video content.;∀x∀y (Television(x) ∧ Radio(y) → (DisplaysVideo(x) ∧ BroadcastsAudio(y) ∧ ¬DisplaysVideo(y)));∀x (Television(x) → VideoContent(x)) ∧ ∀y (Radio(y) → AudioContent(y) ∧ ¬VideoContent(y));0.49309295888507904;0.5
Countries that are landlocked do not have a coastline.;∀x (Country(x) ∧ Landlocked(x) → ¬HasCoastline(x));∀x (Landlocked(x) → ¬HasCoastline(x));0.6051085860151172;0.875
A spacecraft that can travel at high speeds, has a long operational lifespan, and utilizes advanced propulsion technology is suitable for long-duration space missions.;∀x (Spacecraft(x) ∧ HighSpeeds(x) ∧ LongOperationalLifespan(x) ∧ AdvancedPropulsionTechnology(x) → SuitableForLongDurationMissions(x));∀x (Spacecraft(x) ∧ HighSpeed(x) ∧ LongLifespan(x) ∧ AdvancedPropulsion(x) → SuitableForLongDurationMissions(x));0.69707435607959;1.0
A planet x sustains life form y if it has a stable environment z that provides suitable conditions for y to survive and thrive.;∀x ∀y ∀z (Planet(x) ∧ LifeForm(y) ∧ StableEnvironment(z) ∧ ProvidesSuitableConditions(z, x, y) → SustainsLife(x, y));∀x ∀y (Planet(x) ∧ LifeForm(y) → (StableEnvironment(z) ∧ SuitableConditions(z, y) → SustainsLife(x, y)));0.6770313293787489;1.0
An art piece that uses visual elements, digital techniques, and interactive components is a multimedia artwork.;∀x (ArtPiece(x) ∧ VisualElements(x) ∧ DigitalTechniques(x) ∧ InteractiveComponents(x) → MultimediaArtwork(x));∀x (ArtPiece(x) ∧ VisualElements(x) ∧ DigitalTechniques(x) ∧ InteractiveComponents(x) → MultimediaArtwork(x));1.0;1.0
A prism disperses light into its constituent colors by refracting the different wavelengths of light at varying angles, creating a spectrum.;∀x (Prism(x) → (DispersesLightIntoColors(x) ∧ RefractsDifferentWavelengths(x) ∧ VaryingAngles(x) ∧ CreatesSpectrum(x)));∀x (Prism(x) → (∃y (Light(y) ∧ Refracted(y, x, λ1, θ1)) ∧ (∃z (Light(z) ∧ Refracted(z, x, λ2, θ2)) ∧ ... ∧ (∃n (Light(n) ∧ Refracted(n, x, λm, θm))))) ∧ Spectrum(λ1, θ1, λ2, θ2, ..., λm, θm));0.1221497212326958;0.0
In a gym, people exercise, trainers give guidance, and equipment is available for use.;∀x∀y∀z (Gym(x) ∧ Person(y) ∧ Trainer(z) → (Exercises(y, x) ∧ GivesGuidance(z, x) ∧ HasEquipment(x)));∀x (Person(x) → Exercise(x) ∧ Trainer(y) → Guidance(y) ∧ Equipment(z) → Use(z)) ∧ InGym(x) ∧ InGym(y) ∧ InGym(z);0.2796483045175539;0.197265625
A restaurant is popular if it has a high rating or is frequently visited.;∀x (Restaurant(x) ∧ (HighRating(x) ∨ FrequentlyVisited(x)) → Popular(x));popular(X) ∧ restaurant(X) → (high_rating(X) ∨ frequently_visited(X));0.0;0.875
A musical genre that originated in African American communities, features improvisation, and incorporates syncopation is often referred to as jazz.;∀x (MusicalGenre(x) ∧ OriginatedInAfricanAmericanCommunities(x) ∧ FeaturesImprovisation(x) ∧ IncorporatesSyncopation(x) → Jazz(x));∀x (Jazz(x) → (OriginatedInAfricanAmericanCommunities(x) ∧ FeaturesImprovisation(x) ∧ IncorporatesSyncopation(x)));0.7017718778447531;0.59375
A film that has won awards for both acting and directing is a critically acclaimed film.;∀x (Film(x) ∧ WonActingAward(x) ∧ WonDirectingAward(x) → CriticallyAcclaimedFilm(x));∀x (WonAwardsForActing(x) ∧ WonAwardsForDirecting(x) → CriticallyAcclaimed(x));0.3530248576714519;0.9375
A smartphone requires charging.;∀x (Smartphone(x) → RequiresCharging(x));∀x (Smartphone(x) → Charging(x));0.7611606003349892;1.0
A novel that explores thought-provoking themes, features memorable characters, and demonstrates exceptional writing can captivate readers and garner critical acclaim.;∀x (Novel(x) ∧ ExploresThoughtProvokingThemes(x) ∧ FeaturesMemorableCharacters(x) ∧ DemonstratesExceptionalWriting(x) → CaptivatesReadersAndGarnersCriticalAcclaim(x));∀x (Novel(x) ∧ ThoughtProvokingThemes(x) ∧ MemorableCharacters(x) ∧ ExceptionalWriting(x) → CaptivatesReaders(x) ∧ CriticalAcclaim(x));0.4918097454642755;0.515625
A type of exercise equipment can be either for cardio or strength training.;∀x (ExerciseEquipmentType(x) → Cardio(x) ⊕ StrengthTraining(x));∀x (ExerciseEquipment(x) → (Cardio(x) ∨ StrengthTraining(x)));0.4794425184430299;0.625
A predator successfully hunts its prey if it can detect, chase, and capture the target.;∀x∀y (Predator(x) ∧ Prey(y) ∧ SuccessfullyHunts(x, y) ↔ (Detects(x, y) ∧ Chases(x, y) ∧ Captures(x, y)));∀x (Predator(x) ∧ CanDetect(x) ∧ CanChase(x) ∧ CanCapture(x) → SuccessfullyHunts(x));0.17340836900474835;0.8125
A scientist conducts research, writes a paper, and presents the findings at a conference.;∀x ∀y ∀z (Scientist(x) ∧ Research(y) ∧ Paper(z) ∧ Conducts(x, y) ∧ Writes(x, z) → PresentsAtConference(x, z));∀x (Scientist(x) → (Research(x) ∧ Paper(x) ∧ Conference(x)));0.19992217449749589;0.578125
A food is considered spicy if it contains hot flavors.;∀x (Food(x) ∧ ContainsHotFlavors(x) → Spicy(x));∀x (Food(x) → (HotFlavors(x) → Spicy(x)));0.693395566222006;1.0
A bakery sells cookies and muffins.;∀x∀y (Bakery(x) ∧ (Cookie(y) ∨ Muffin(y)) → Sells(x, y));∀x (Bakery(x) → (Cookie(x) ∨ Muffin(x)));0.2872299765735372;0.8125
Rainy weather leads to wet roads.;∀x (RainyWeather(x) → WetRoads(x));∀x (Rainy(x) → WetRoads(x));0.7611606003349892;1.0
Dogs are domesticated animals, while wolves are wild animals.;∀x ∀y (Dog(x) ∧ Wolf(y) → (DomesticatedAnimal(x) ∧ WildAnimal(y)));∀x (Dog(x) → Domesticated(x)) ∧ ∀y (Wolf(y) → Wild(y)) ∧ ¬∀z (Dog(z) ↔ Wolf(z));0.30663834843150917;0.46875
Architects design buildings, engineers construct buildings, and owners maintain buildings.;∀x ∀y ∀z (Architect(x) ∧ Engineer(y) ∧ Owner(z) → (DesignsBuildings(x) ∧ ConstructsBuildings(y) ∧ MaintainsBuildings(z)));"∀x (Architect(x) → Design(x, Building)),
∀x (Engineer(x) → Construct(x, Building)),
∀x (Owner(x) → Maintain(x, Building)).";0.15204907592071995;0.0
A scientist who specializes in the study of weather patterns and atmospheric conditions is a meteorologist.;∀x (Scientist(x) ∧ SpecializesInStudyOfWeatherPatterns(x) ∧ StudiesAtmosphericConditions(x) → Meteorologist(x));∀x (Meteorologist(x) ↔ Scientist(x) ∧ SpecializesIn(x, StudyOfWeatherPatternsAndAtmosphericConditions));0.3496840835842453;0.3125
Rainy weather can cause wet roads.;∀x∀y (RainyWeather(x) ∧ Road(y) → CausesWet(x, y));∀x (Rainy(x) → WetRoads(x));0.0;0.875
An animal that primarily consumes plant material is called an herbivore.;∀x∀y (Animal(x) ∧ PrimarilyConsumes(x, y) ∧ PlantMaterial(y) → Herbivore(x));∀x (Herbivore(x) → PrimaryPlantConsumer(x));0.15667843842332368;0.8125
A liquid is considered viscous if it has a high resistance to flow.;∀x (Liquid(x) ∧ HighResistanceToFlow(x) → Viscous(x));Viscous(X) ∧ FlowResistance(X, High) → Liquid(X);0.0;1.0
A bus is a large vehicle that can transport multiple passengers, a motorcycle is a two-wheeled vehicle for one or two people, and a truck is a vehicle designed for transporting cargo.;∀x ∀y ∀z (Bus(x) → (LargeVehicle(x) ∧ TransportsMultiplePassengers(x))) ∧ (Motorcycle(y) → (TwoWheeledVehicle(y) ∧ TransportsOneOrTwoPeople(y))) ∧ (Truck(z) → TransportsCargo(z));"∀x (Bus(x) → Large(x) ∧ CanTransportMultiplePassengers(x))
∀x (Motorcycle(x) → TwoWheeled(x) ∧ ForOneOrTwoPeople(x))
∀x (Truck(x) → Vehicle(x) ∧ DesignedForTransportingCargo(x))";0.2708693661231419;0.0
A mountain with snow is suitable for skiing or snowboarding.;∀x (Mountain(x) ∧ HasSnow(x) → SuitableForSkiing(x) ∨ SuitableForSnowboarding(x));∀x (Snow(x) ∧ Mountain(x) → SuitableForSkiingOrSnowboarding(x));0.40737303500287686;0.9375
Dogs can bark or growl.;∀x (Dog(x) → (Bark(x) ∨ Growl(x)));∀x (Dog(x) → (Bark(x) ∨ Growl(x)));1.0;1.0
A snake can be venomous if it has fangs and venom glands.;∀x (Snake(x) ∧ HasFangs(x) ∧ HasVenomGlands(x) → Venomous(x));∀x (Snake(x) → (Fangs(x) ∧ VenomGlands(x) → Venomous(x)));0.6444280974574026;1.0
A bird can fly if it doesn't have broken wings.;∀x (Bird(x) ∧ ¬BrokenWings(x) → CanFly(x));∀x (Bird(x) → ¬BrokenWings(x) → CanFly(x));0.8492326635760689;0.75
When a bird migrates, it travels to different regions depending on the season.;∀x (Bird(x) ∧ Migrates(x) → TravelsToDifferentRegionsDependingOnSeason(x));∀x (Bird(x) → (∃y (Migrate(x, y) → (Season(y) = Spring ∨ Season(y) = Summer ∨ Season(y) = Autumn ∨ Season(y) = Winter) ∧ Travel(x, y))) );0.15090203245504344;0.0
Cities with international airports attract tourists and business travelers.;∀x ∀y ∀z (City(x) ∧ InternationalAirport(y) ∧ LocatedIn(y, x) → (Attracts(x, z) ∧ (Tourist(z) ∨ BusinessTraveler(z))));∀x (City(x) ∧ InternationalAirport(x) → AttractTourists(x) ∧ AttractBusinessTravelers(x));0.17478263528931756;0.515625
A vehicle is considered a car if it is primarily designed for transporting passengers and typically has four wheels.;∀x (Vehicle(x) ∧ DesignedForTransportingPassengers(x) ∧ TypicallyHasFourWheels(x) → Car(x));vehicle(X) ∧ primarilyDesignedForTransportingPassengers(X) ∧ typicallyHasFourWheels(X) → car(X);0.25380363198430445;1.0
A microwave heats food using electromagnetic waves, while an oven cooks food with heat from gas or electricity.;∀x∀y (Microwave(x) ∧ Oven(y) → (HeatsFoodWithElectromagneticWaves(x) ∧ CooksFoodWithHeat(y)));∀x (microwave(x) → heats(x, food, electromagnetic_waves)) ∧ ∀y (oven(y) → cooks(y, food, heat_from_gas_or_electricity)));0.3053370111919503;0.0
A smartphone connects to a Wi-Fi network with the correct password.;∀x∀y (Smartphone(x) ∧ WiFiNetwork(y) ∧ CorrectPassword(x, y) → Connects(x, y));∀x (Smartphone(x) → ∃y (Wi-Fi_Network(y) ∧ Correct_Password(y) ∧ Connects(x, y)));0.47992366044240764;0.625
A book is a bestseller if it sells a large number of copies and receives positive reviews.;∀x (Book(x) ∧ SellsLargeNumberOfCopies(x) ∧ ReceivesPositiveReviews(x) → Bestseller(x));∀x (Book(x) → (∃y (Sells(x, y) ∧ Large(y)) ∧ ∃z (Reviews(x, z) ∧ Positive(z))));0.22463353371633193;0.59375
When a store is open, customers can enter and make purchases.;∀x∀y (Store(x) ∧ Open(x) → (Customer(y) ∧ CanEnter(y, x) ∧ CanPurchase(y, x)));∀x (Open(x) → CanEnter(x) ∧ CanPurchase(x));0.21980689590608601;0.53125
Refrigerators keep food cold to slow down bacterial growth.;∀x ∀y (Refrigerator(x) ∧ Food(y) ∧ KeepsCold(x, y) → SlowsDownBacterialGrowth(y));∀x (Refrigerator(x) → Cold(x) ∧ SlowDownBacterialGrowth(x));0.23374823789310228;0.4375
A bird that can mimic various sounds, communicate through vocalizations, and is known for its complex songs is called a songbird.;∀x (Bird(x) ∧ MimicsSounds(x) ∧ CommunicatesThroughVocalizations(x) ∧ KnownForComplexSongs(x) → Songbird(x));∀x (Bird(x) ∧ CanMimic(x, variousSounds) ∧ CommunicateThroughVocalizations(x) ∧ KnownForComplexSongs(x) → Songbird(x));0.7074355287362128;1.0
Some insects are not harmful to plants.;∃x (Insect(x) ∧ ¬HarmfulToPlants(x));∃x (Insect(x) ∧ ¬HarmfulToPlant(x));0.7825422900366437;1.0
Cinema is a form of visual storytelling through moving images.;∀x (Cinema(x) → (VisualStorytelling(x) ∧ MovingImages(x)));∀x (Cinema(x) → VisualStorytelling(x) ∧ MovingImages(x));0.8061898627027144;0.75
Triangles have three sides.;∀x (Triangle(x) → HasSides(x, 3));∀x (Triangle(x) → ∃y∃z∃w (Side(x, y) ∧ Side(x, z) ∧ Side(x, w) ∧ y ≠ z ∧ y ≠ w ∧ z ≠ w));0.17295359649473177;0.0
A person is considered a programmer if they can write computer code.;∀x (Person(x) ∧ CanWriteCode(x) → Programmer(x));∀x (Programmer(x) ↔ CanWriteCode(x));0.39491934230793213;0.625
Sculptures can be made from materials such as stone, wood, or metal, while paintings are made using pigments on surfaces like canvas or paper.;∀x ∀y (Sculpture(x) → (MadeFromStone(x) ∨ MadeFromWood(x) ∨ MadeFromMetal(x))) ∧ (Painting(y) → (MadeWithPigments(y) ∧ (OnCanvas(y) ∨ OnPaper(y))));∀x (Sculpture(x) → ∃y (Material(y, x) ∧ (y = stone ∨ y = wood ∨ y = metal))) ∧ ∀x (Painting(x) → ∃y (Surface(y, x) ∧ (y = canvas ∨ y = paper))) ∧ ∀x (¬Sculpture(x) ∨ ¬Painting(x));0.24356164728544677;0.0
Mercury is closer to the sun than Earth, Venus has a thick atmosphere, and Mars has the tallest volcano in the solar system.;∀x ∀y ∀z (Mercury(x) ∧ Venus(y) ∧ Mars(z) → (CloserToSun(x, Earth) ∧ ThickAtmosphere(y) ∧ TallestVolcano(z)));∀x (Planet(x) → (Mercury(x) → (Sun(x) ∧ Closer(x, Earth)) ∧ Venus(x) → ThickAtmosphere(x) ∧ Mars(x) → TallestVolcano(x)));0.3323787039094585;0.83984375
A vaccine provides immunity against a specific disease, which helps in preventing its spread among the population.;∀x∀y∀z (Vaccine(x) ∧ Disease(y) ∧ Population(z) ∧ ProvidesImmunityAgainst(x, y) → HelpsInPreventingSpread(x, y, z));∀x (Vaccine(x) → Immunity(x, Disease) ∧ PreventsSpread(x, Population));0.16523265645380164;0.40625
Countries with a democratic government tend to respect human rights more than those with authoritarian regimes.;∀x ∀y (Country(x) ∧ Country(y) ∧ DemocraticGovernment(x) ∧ AuthoritarianRegime(y) → MoreRespectHumanRights(x, y));∀x (Democratic(x) → RespectHumanRights(x) > Authoritarian(x));0.0;0.0
A restaurant offers outdoor seating if it has a patio or a terrace that can accommodate customers.;∀x (Restaurant(x) ∧ (HasPatio(x) ∨ HasTerrace(x)) ∧ AccommodatesCustomers(x) → OffersOutdoorSeating(x));∀x (Restaurant(x) → (∃y (Patio(y) ∧ Accommodates(x, y)) ∨ ∃z (Terrace(z) ∧ Accommodates(x, z)) → Outdoor_Seating(x)));0.2587885678627729;0.953125
A museum displays artifacts and may host temporary exhibitions.;∀x∀y (Museum(x) ∧ Artifact(y) → (Displays(x, y) ∧ (HostsTemporaryExhibitions(x) ∨ ¬HostsTemporaryExhibitions(x))));∀x (Museum(x) → (Displays(x, Artifact) ∧ MayHost(x, TemporaryExhibition)));0.2956568671589762;0.75
A hammer is a tool, used for driving nails, and has a metal head.;Tool(hammer) ∧ DrivesNails(hammer) ∧ MetalHead(hammer);∀x (Hammer(x) → Tool(x) ∧ UsedForDrivingNails(x) ∧ MetalHead(x));0.15786779061594974;0.9375
